job_id,Y_hist,Q,gender,ethnicity,age_band,location
24,0,0.29895090920745365,Female,E2,18-29,R3
117,0,0.21563197187298308,Male,E1,40-49,R1
47,0,0.5498251510572595,Male,E1,30-39,R3
223,1,0.43254769957797307,Male,E5,30-39,R1
102,0,0.34675592763001056,Female,E3,18-29,R3
142,0,0.4817804877500268,Female,E2,18-29,R1
139,1,0.5105124619748922,Female,E5,18-29,R3
142,0,0.23528646033149464,Female,E5,30-39,R1
79,0,0.18137922664720596,Male,E4,30-39,R1
167,1,0.5214946109503994,Female,E1,18-29,R2
244,0,0.4317376386669738,Female,E4,30-39,R1
149,0,0.36338540339587566,Female,E6,30-39,R3
57,0,0.6994106781330596,Male,E2,18-29,R2
7,0,0.47478784012436653,Male,E1,18-29,R1
38,0,0.5844733708787387,Male,E6,50-64,R3
24,0,0.189810427420336,Male,E2,18-29,R1
27,0,0.18189069379136671,Male,E3,40-49,R1
36,0,0.28645531729842644,Male,E1,40-49,R4
179,0,0.5308110302151778,Male,E4,50-64,R3
242,1,0.33309168066996075,Male,E2,40-49,R1
256,0,0.17314109760673438,Female,E2,18-29,R3
196,0,0.394280944748883,Female,E2,30-39,R3
180,0,0.7444149950038988,Female,E6,40-49,R3
99,0,0.3123659860204178,Male,E5,18-29,R1
279,0,0.43698077454360973,Male,E2,30-39,R1
192,0,0.23908455934106493,Female,E2,30-39,R2
217,1,0.5776014811550636,Male,E4,30-39,R1
220,0,0.6051637279726768,Male,E5,30-39,R1
258,0,0.47902130369387347,Male,E1,40-49,R4
210,0,0.33484908688720383,Male,E1,40-49,R1
278,0,0.303491655961463,Male,E3,18-29,R1
162,0,0.10570305734850644,Female,E5,18-29,R2
163,0,0.15567918222367688,Male,E6,30-39,R1
75,0,0.09872793160875529,Female,E2,40-49,R1
281,0,0.26539518077255925,Female,E2,50-64,R2
165,1,0.5836307386739868,Male,E3,40-49,R2
148,0,0.42818722205639836,Female,E6,18-29,R3
94,0,0.31742487273517106,Male,E3,40-49,R3
82,0,0.23730495106236313,Female,E1,18-29,R4
189,0,0.24650149690206333,Male,E1,50-64,R3
135,0,0.42024770775187187,Female,E1,30-39,R1
170,0,0.1474440299027993,Female,E3,40-49,R3
199,0,0.01916169968204589,Female,E4,30-39,R2
269,0,0.21786452255644875,Female,E4,18-29,R1
99,0,0.3878806773928071,Male,E3,18-29,R2
204,0,0.6376687102345381,Male,E1,30-39,R3
271,0,0.2862012500288543,Male,E6,18-29,R1
137,0,0.24700911431577832,Female,E1,18-29,R2
77,0,0.01,Male,E2,30-39,R1
87,1,0.8639177897376569,Male,E4,40-49,R1
101,0,0.6686989569307512,Male,E1,30-39,R3
188,0,0.584743958752295,Female,E3,40-49,R2
77,0,0.33516389967658206,Male,E3,40-49,R1
251,1,0.7709540176345443,Female,E6,30-39,R1
106,0,0.10114825660240319,Male,E1,50-64,R1
19,1,0.4707431729297332,Male,E3,30-39,R1
1,1,0.33661632076476417,Male,E6,30-39,R2
7,0,0.5403281515509323,Male,E2,50-64,R3
188,1,0.3616299805467162,Female,E4,18-29,R3
104,0,0.23079969383462554,Male,E6,50-64,R1
84,0,0.28438660756630485,Female,E4,18-29,R1
183,0,0.6915710053840814,Male,E1,30-39,R1
20,0,0.4842437860475125,Female,E1,18-29,R3
162,0,0.6848977345919822,Male,E3,30-39,R1
185,0,0.1633899896218429,Female,E1,30-39,R4
9,1,0.3404433854235194,Male,E5,18-29,R2
52,0,0.21285236227539608,Male,E2,18-29,R1
117,0,0.10504950178996987,Male,E5,30-39,R1
91,1,0.7258168758909385,Male,E1,40-49,R1
285,1,0.6192064196453533,Female,E5,30-39,R1
132,0,0.22331075400708034,Male,E3,30-39,R2
194,0,0.22339183280307218,Male,E1,40-49,R3
45,0,0.23520187677948906,Female,E4,50-64,R1
241,0,0.5175720152918472,Male,E3,30-39,R1
65,0,0.644706736820687,Male,E4,40-49,R4
230,0,0.4742925248350319,Female,E2,40-49,R2
142,1,0.2563416453577843,Female,E2,30-39,R4
122,0,0.3611452487225305,Male,E4,30-39,R3
142,0,0.36758273747984205,Male,E3,50-64,R1
160,0,0.5142172207203608,Male,E2,18-29,R1
76,1,0.6065476360270192,Female,E4,40-49,R1
36,0,0.5839927825526938,Male,E3,30-39,R2
89,0,0.5871153965125232,Male,E1,40-49,R1
296,1,0.6037960771772201,Male,E3,40-49,R3
83,0,0.1390307947705529,Male,E1,18-29,R3
200,0,0.15980185608018624,Male,E6,40-49,R2
78,1,0.8131870631295043,Male,E5,18-29,R1
251,0,0.5693549937748511,Male,E3,18-29,R2
144,0,0.30965086170201844,Male,E6,30-39,R3
170,1,0.5014989310839141,Male,E1,18-29,R1
63,1,0.33792972806828125,Male,E4,50-64,R1
182,0,0.3644413307078776,Female,E2,30-39,R2
148,0,0.5637996223130196,Female,E3,30-39,R1
213,0,0.32426440392460104,Male,E5,18-29,R3
73,0,0.3099830255236743,Male,E1,40-49,R1
182,0,0.3545388042478801,Male,E2,30-39,R2
251,0,0.37233790295874636,Male,E2,30-39,R3
140,0,0.08964213434074375,Male,E4,30-39,R1
54,0,0.18328788019490777,Female,E3,18-29,R1
21,0,0.1457386353572976,Female,E4,30-39,R2
258,0,0.36473111153798526,Male,E2,18-29,R1
151,0,0.44080536081494787,Male,E6,40-49,R3
53,0,0.27443598245252987,Female,E1,18-29,R3
88,0,0.1356935836064358,Female,E3,18-29,R1
225,0,0.10356776233735512,Male,E1,30-39,R3
111,0,0.3787130571850493,Female,E3,18-29,R1
183,0,0.20236089723634904,Female,E3,40-49,R1
243,0,0.5223109161479957,Female,E2,18-29,R1
62,1,0.5986570567598125,Male,E1,30-39,R2
257,0,0.43151940138367806,Male,E1,18-29,R3
227,0,0.48595257612436427,Female,E4,18-29,R2
100,0,0.5127086982641071,Male,E3,30-39,R2
74,0,0.13671302334195043,Male,E2,40-49,R4
103,0,0.2815539987119076,Female,E1,40-49,R2
25,1,0.7674630276441868,Male,E6,30-39,R1
128,0,0.2688269750899106,Female,E3,18-29,R1
185,0,0.4368218681235857,Female,E5,40-49,R2
231,0,0.4054617024397055,Female,E4,50-64,R3
161,0,0.20560614936799526,Male,E5,18-29,R1
32,1,0.7290521574011986,Male,E1,50-64,R1
190,0,0.13076562472280404,Male,E4,30-39,R1
29,0,0.15647757986552813,Male,E5,40-49,R1
52,0,0.605002678871322,Male,E3,30-39,R3
288,0,0.14811991383552756,Male,E3,50-64,R2
74,0,0.13971124794502188,Male,E3,30-39,R2
172,0,0.2490372539600358,Male,E2,30-39,R4
205,0,0.3450144818951163,Male,E4,18-29,R1
246,1,0.388287238621547,Female,E1,30-39,R1
24,0,0.10200385733795013,Male,E4,30-39,R3
252,1,0.24121517149550797,Female,E2,30-39,R1
262,0,0.454126240129412,Male,E2,30-39,R2
207,1,0.39552052277689054,Male,E3,18-29,R1
128,0,0.32669039329228466,Male,E1,30-39,R1
80,1,0.43916295671638406,Female,E1,30-39,R4
185,0,0.01,Male,E2,30-39,R1
201,1,0.6500357701043786,Male,E3,40-49,R1
93,0,0.2835515988689595,Female,E3,40-49,R3
204,0,0.14089946957770663,Male,E5,30-39,R2
53,0,0.39622662448657764,Male,E1,50-64,R1
76,1,0.49683465745991195,Female,E1,30-39,R2
2,1,0.3767933321579105,Male,E1,18-29,R1
87,0,0.14627683465470814,Female,E6,30-39,R1
63,1,0.3467493166319116,Female,E1,30-39,R1
246,0,0.17731878187956082,Male,E3,50-64,R1
261,0,0.720987786429946,Male,E3,30-39,R2
261,1,0.38305580045041127,Male,E2,40-49,R2
291,0,0.18033186356785805,Male,E3,18-29,R3
188,0,0.7766399957150679,Female,E5,50-64,R3
132,0,0.23175345854446985,Male,E2,40-49,R1
174,0,0.47334287340728226,Male,E1,50-64,R4
113,0,0.6004486929156951,Female,E5,18-29,R2
142,0,0.06762365804312852,Female,E2,18-29,R2
82,0,0.12953816307715907,Male,E2,30-39,R4
207,0,0.22932117317547898,Female,E2,30-39,R1
289,0,0.20039737915210548,Male,E2,18-29,R1
47,1,0.18644519616155156,Male,E5,30-39,R2
17,0,0.4849322287610498,Female,E4,30-39,R2
113,0,0.07132187288184125,Male,E2,30-39,R2
122,0,0.7316310895828708,Male,E1,30-39,R3
123,0,0.23175467338124733,Female,E6,18-29,R2
50,1,0.471020473758484,Female,E1,40-49,R4
49,1,0.47838259860820626,Male,E4,30-39,R3
72,0,0.6325014050190064,Female,E5,30-39,R4
173,0,0.2538555087129888,Female,E2,40-49,R1
234,0,0.1991024761733864,Female,E3,18-29,R1
141,1,0.64262996501262,Female,E6,30-39,R1
61,0,0.32642776623369857,Male,E4,18-29,R2
128,0,0.06127797813857132,Male,E2,50-64,R4
165,0,0.16819095338808612,Female,E6,30-39,R4
280,0,0.5715674460209215,Female,E2,18-29,R1
110,1,0.7140784189825364,Male,E1,50-64,R1
71,1,0.08012795946929446,Male,E3,18-29,R4
152,0,0.1319768349257256,Female,E4,18-29,R1
18,0,0.19972650074554268,Male,E1,40-49,R1
100,0,0.3537671834378226,Female,E1,40-49,R1
49,1,0.7359999370945758,Male,E6,30-39,R1
84,0,0.25408140814665314,Female,E5,40-49,R2
38,0,0.5554848694085596,Male,E4,18-29,R3
84,0,0.35417104253127607,Male,E5,50-64,R2
105,0,0.3473558199032955,Female,E1,40-49,R1
25,0,0.6239582020010177,Male,E4,40-49,R3
103,0,0.16748897724821535,Male,E1,30-39,R3
144,0,0.2074601015699796,Male,E1,40-49,R4
28,0,0.1359535030981195,Male,E1,18-29,R2
265,1,0.71727764449075,Male,E4,40-49,R4
262,0,0.10005750190520266,Female,E6,30-39,R2
284,0,0.07604041302559524,Male,E5,18-29,R1
35,0,0.6765465172202655,Female,E2,18-29,R1
8,1,0.6107412728996547,Male,E1,30-39,R1
290,0,0.6261300886136959,Male,E2,18-29,R3
275,0,0.29076519282974866,Female,E2,40-49,R1
240,0,0.5831648573008825,Male,E1,40-49,R2
36,1,0.576198871227009,Male,E5,50-64,R2
200,0,0.9363638624138444,Female,E1,30-39,R3
224,0,0.29751838646046436,Female,E1,40-49,R4
86,0,0.10666162300880987,Female,E1,18-29,R1
268,1,0.5933348795468687,Male,E1,18-29,R3
226,0,0.4819543720711981,Female,E1,18-29,R3
50,0,0.47229098534708325,Female,E6,18-29,R2
173,0,0.3538792565651553,Male,E2,30-39,R1
99,0,0.14804203598759663,Female,E2,30-39,R1
235,0,0.2875938837606487,Male,E5,30-39,R3
113,1,0.7560944173102808,Female,E5,50-64,R1
258,0,0.4867644063398758,Male,E1,30-39,R1
104,0,0.6523378641585108,Female,E1,30-39,R1
199,1,0.27205790030984933,Female,E5,40-49,R3
154,1,0.3942982077474365,Female,E4,18-29,R4
125,0,0.1848832772123897,Female,E6,30-39,R2
2,1,0.4159378938692049,Female,E5,50-64,R1
295,0,0.21071956230484748,Female,E4,18-29,R1
126,0,0.4514876561076605,Female,E1,30-39,R1
100,0,0.32127219276274127,Female,E1,30-39,R3
263,0,0.5467636807322002,Female,E2,40-49,R2
0,0,0.29440249194284684,Female,E1,40-49,R1
26,0,0.07018766674027568,Male,E2,18-29,R1
141,0,0.4623614632016169,Male,E1,18-29,R2
145,0,0.3173805070444803,Male,E6,18-29,R1
256,1,0.7269422153716377,Male,E1,50-64,R1
144,1,0.14402506736684398,Female,E5,50-64,R2
211,0,0.6148806272850539,Female,E5,30-39,R3
234,0,0.4863229100528698,Male,E5,18-29,R4
78,0,0.08359051988237506,Female,E5,18-29,R1
289,0,0.012981758150838452,Male,E3,40-49,R2
282,1,0.6389801435577794,Male,E4,50-64,R3
212,0,0.1967992453229083,Female,E1,30-39,R2
13,0,0.3279304767228172,Female,E1,30-39,R1
82,0,0.05971611429419328,Male,E2,30-39,R2
39,0,0.20138366504064426,Male,E6,30-39,R4
201,0,0.0825679292590617,Female,E3,30-39,R2
7,0,0.39202757163376817,Male,E2,50-64,R2
104,1,0.7750758880981211,Male,E4,30-39,R1
0,0,0.3361457281518729,Male,E4,40-49,R4
230,1,0.48812176698378684,Female,E2,40-49,R2
112,0,0.19985495035133782,Male,E2,40-49,R3
202,0,0.20979134207392003,Male,E2,18-29,R3
50,1,0.6773864946282657,Female,E5,30-39,R3
293,0,0.3376319686446434,Female,E3,18-29,R3
129,0,0.16304167654435195,Female,E1,18-29,R1
260,0,0.19611037008177645,Male,E4,40-49,R1
296,0,0.32778220842702377,Male,E2,40-49,R1
13,0,0.6252837233804556,Male,E1,18-29,R1
289,0,0.44252120899508857,Male,E5,18-29,R4
87,1,0.671156520315286,Male,E1,18-29,R1
280,0,0.5301563073637364,Male,E6,30-39,R4
258,1,0.414250786134175,Male,E4,50-64,R2
23,1,0.3694162021435937,Male,E5,50-64,R3
180,1,0.1710339566458151,Female,E5,40-49,R1
24,0,0.2551591700574293,Male,E1,30-39,R4
103,0,0.0717274173039834,Male,E6,30-39,R3
264,0,0.39687018353994635,Male,E2,40-49,R3
16,0,0.41978393183023477,Male,E1,18-29,R2
175,1,0.7447157826841064,Female,E1,40-49,R2
228,0,0.2054722914853514,Male,E1,30-39,R1
200,0,0.45325359245137503,Male,E2,40-49,R2
0,0,0.49983149871075705,Female,E4,30-39,R1
203,0,0.24921240210443962,Male,E6,30-39,R2
27,0,0.20075651122044263,Female,E2,40-49,R2
241,0,0.10929880726679087,Male,E2,18-29,R4
298,0,0.49641457014861307,Male,E1,50-64,R2
289,1,0.5875974897474248,Female,E4,30-39,R1
232,1,0.5926629179095644,Male,E1,30-39,R1
101,0,0.22530462090325418,Male,E4,50-64,R1
260,0,0.38986092537762274,Male,E4,18-29,R1
174,0,0.14552546380406034,Male,E3,18-29,R2
143,0,0.10938910649999893,Female,E2,18-29,R1
176,0,0.4674365504014336,Male,E1,18-29,R2
50,1,0.48721175556750423,Male,E2,30-39,R2
37,0,0.4563943663263596,Male,E2,30-39,R4
160,0,0.34918861917797317,Female,E3,18-29,R1
169,1,0.7610064619860206,Male,E5,18-29,R3
127,0,0.7564274017642189,Male,E3,18-29,R3
209,0,0.5099822534068291,Male,E1,18-29,R1
48,0,0.3995893359215845,Male,E2,40-49,R1
134,0,0.45429362316159155,Male,E3,50-64,R3
49,0,0.12795010093874032,Female,E6,40-49,R3
124,1,0.6027352108535359,Male,E4,30-39,R1
77,0,0.4988410106627861,Male,E3,30-39,R3
212,0,0.5270850385571245,Male,E3,18-29,R1
282,1,0.6585917665662371,Male,E1,40-49,R1
210,0,0.6206588318859961,Male,E1,30-39,R2
296,0,0.37832856930308384,Male,E5,18-29,R3
35,0,0.2711671191789063,Male,E2,18-29,R4
211,0,0.13997896614395702,Male,E1,30-39,R3
86,0,0.24387358608265114,Male,E4,30-39,R1
216,0,0.6346736308140206,Female,E2,30-39,R1
149,0,0.3342612343318524,Male,E1,40-49,R2
219,1,0.7997182070662252,Male,E4,30-39,R1
35,0,0.7784685870738602,Female,E1,40-49,R1
155,1,0.2985443907198253,Female,E4,18-29,R2
122,0,0.6255436513587449,Male,E1,40-49,R1
53,0,0.49174944363111356,Male,E3,30-39,R1
63,0,0.30772741655833247,Female,E4,18-29,R1
263,0,0.11094402378921683,Female,E2,18-29,R3
197,0,0.3728276280010177,Male,E3,50-64,R3
264,0,0.34581174656334296,Male,E6,40-49,R1
183,0,0.08633140259124467,Male,E2,50-64,R2
212,0,0.5165520716857547,Male,E3,40-49,R1
265,0,0.5563488133769775,Male,E6,50-64,R1
280,0,0.19916232666290812,Female,E1,30-39,R3
16,0,0.19405842313412125,Female,E2,40-49,R3
293,0,0.11907664140710508,Male,E1,50-64,R2
175,0,0.5109493405970655,Female,E4,18-29,R3
151,0,0.31589700872393045,Female,E1,50-64,R4
250,0,0.4516886732453118,Male,E3,18-29,R1
227,0,0.3213135436551659,Male,E4,18-29,R1
83,0,0.16558844636249007,Male,E5,30-39,R4
184,0,0.42619051903665633,Male,E3,40-49,R1
189,0,0.09822363714248403,Male,E3,30-39,R1
34,0,0.43377720408856946,Female,E1,30-39,R1
13,0,0.5180038267228295,Female,E2,18-29,R3
94,1,0.14452400557211847,Male,E1,30-39,R2
216,0,0.265382217261877,Female,E2,40-49,R3
20,0,0.24695711288045186,Female,E3,30-39,R1
225,0,0.2238356497905017,Male,E2,40-49,R3
266,0,0.39905544911913104,Male,E2,50-64,R1
113,0,0.7494302243812728,Female,E1,30-39,R4
6,1,0.6369540872114304,Female,E1,18-29,R1
209,0,0.3661142609800298,Male,E3,30-39,R1
161,0,0.13305578596380307,Male,E2,18-29,R4
225,0,0.4385516365139269,Female,E3,18-29,R2
53,0,0.31494621243821813,Female,E4,18-29,R1
119,0,0.3583499619514723,Male,E3,40-49,R1
44,0,0.1860564930914285,Male,E2,30-39,R1
30,0,0.4812536105131076,Male,E1,30-39,R3
49,1,0.3724036061008037,Male,E5,30-39,R2
153,0,0.32121501409328024,Female,E3,40-49,R1
263,0,0.5501817349918391,Male,E1,40-49,R1
63,0,0.5986518865524085,Male,E1,18-29,R1
148,1,0.2665229956765849,Male,E6,18-29,R3
195,0,0.176969316693546,Female,E4,40-49,R3
102,0,0.3182876788862596,Male,E4,18-29,R1
1,0,0.05218265157810856,Male,E2,30-39,R1
299,0,0.2931216260893965,Male,E2,18-29,R3
207,1,0.8556941412423883,Male,E3,30-39,R1
163,1,0.8250350248843611,Male,E1,18-29,R2
100,0,0.35503483633439625,Male,E6,30-39,R2
90,0,0.6636161886374882,Male,E4,50-64,R1
93,0,0.6966658217495579,Male,E2,30-39,R2
111,0,0.14595487193522813,Male,E3,50-64,R1
182,0,0.3773605604986756,Male,E2,40-49,R4
208,1,0.7524923056607202,Male,E6,30-39,R1
227,1,0.6605163995075715,Female,E2,30-39,R3
36,1,0.4961834048563467,Male,E3,50-64,R2
95,0,0.03077264879801296,Male,E3,30-39,R3
227,0,0.03307884293736627,Female,E2,40-49,R1
204,0,0.5298181680612926,Male,E3,50-64,R1
265,0,0.7758559324481675,Male,E1,40-49,R2
38,0,0.7563752861801165,Male,E4,18-29,R2
142,1,0.8206148937097808,Male,E1,30-39,R3
65,0,0.30242484557411,Male,E2,50-64,R2
131,1,0.5909109307263802,Male,E6,30-39,R3
229,0,0.22736289816058408,Male,E3,18-29,R3
42,0,0.22439825853520218,Female,E5,18-29,R1
152,0,0.4054251302161066,Male,E1,40-49,R1
126,0,0.4822087682435375,Female,E1,18-29,R2
11,0,0.3509529020401629,Male,E5,40-49,R4
229,0,0.4752207128313897,Male,E6,40-49,R2
242,0,0.1258651482305461,Female,E4,40-49,R1
124,0,0.3675448759102264,Female,E4,30-39,R1
25,0,0.3638771113377314,Female,E4,30-39,R4
185,0,0.4476076551979483,Female,E4,40-49,R2
299,0,0.4782119621311482,Male,E3,50-64,R1
13,0,0.12022838972321936,Male,E2,40-49,R3
116,0,0.46786565050298634,Female,E2,30-39,R1
65,1,0.651176477673779,Female,E5,30-39,R2
287,1,0.6475404700014971,Female,E4,40-49,R3
61,0,0.46438032945292784,Male,E1,18-29,R1
262,0,0.16271576175623947,Male,E2,30-39,R1
294,1,0.25321370378887675,Female,E2,40-49,R1
239,0,0.44926349317869924,Male,E2,30-39,R3
13,1,0.7498205743826168,Female,E1,18-29,R1
35,0,0.2756273365829486,Female,E1,40-49,R1
64,0,0.530321080877826,Female,E3,30-39,R2
283,0,0.10499933258601918,Female,E1,18-29,R1
9,0,0.4898624548127954,Male,E1,40-49,R2
196,1,0.2666572747671776,Male,E1,30-39,R3
191,0,0.7113548523565806,Female,E5,18-29,R3
101,0,0.01575363218096771,Female,E3,40-49,R1
195,1,0.2898470123551585,Male,E2,30-39,R1
6,0,0.01,Male,E2,30-39,R2
103,0,0.403988168106083,Male,E4,30-39,R1
237,0,0.5769267655904864,Male,E1,30-39,R2
10,0,0.3845944059079548,Female,E2,30-39,R1
185,0,0.5055726571327583,Female,E2,30-39,R2
130,0,0.4667633261221797,Female,E1,18-29,R1
268,0,0.7311953038232932,Female,E1,50-64,R2
51,0,0.7654303729203285,Male,E4,18-29,R2
284,1,0.6567283920223278,Female,E5,18-29,R1
128,0,0.8364851104564736,Male,E5,30-39,R1
184,1,0.7163218173161651,Male,E1,40-49,R1
111,0,0.4017367040699839,Female,E2,18-29,R1
222,0,0.44343839055042916,Female,E1,18-29,R1
66,0,0.5472372847739618,Female,E1,30-39,R2
210,0,0.2920517005939531,Male,E1,40-49,R2
252,0,0.1662710530926421,Female,E3,18-29,R4
167,0,0.3011598973908567,Female,E1,50-64,R1
207,1,0.5733732947718364,Male,E6,30-39,R4
144,1,0.2075227489686544,Male,E1,40-49,R3
141,0,0.15829331538536898,Female,E6,18-29,R3
139,1,0.6594993023282699,Male,E3,40-49,R1
119,1,0.5917550208098665,Female,E1,30-39,R2
262,0,0.6343031894343217,Male,E4,30-39,R1
32,0,0.08771227864894496,Male,E2,40-49,R1
288,0,0.39227573081395106,Female,E5,40-49,R1
180,0,0.14574697966997163,Female,E3,30-39,R1
90,0,0.15485939970871826,Female,E3,30-39,R1
151,0,0.30182034011119724,Female,E3,30-39,R1
170,0,0.21026902386564483,Male,E6,50-64,R2
271,0,0.20758247932025664,Female,E4,40-49,R1
250,0,0.38091748255962044,Male,E3,18-29,R3
290,0,0.6611355559475133,Male,E6,40-49,R1
30,1,0.8006297621296321,Male,E6,30-39,R2
242,0,0.22440470755325723,Male,E1,30-39,R2
297,0,0.3278558099032178,Female,E3,18-29,R3
260,0,0.20035661667656227,Female,E6,18-29,R3
87,1,0.34706337335194454,Male,E4,18-29,R2
148,0,0.1062869853200434,Male,E1,18-29,R2
219,0,0.5523126690663154,Male,E3,18-29,R3
112,0,0.4906726230765423,Male,E4,30-39,R3
94,0,0.1925807201049132,Male,E5,40-49,R1
143,0,0.07765867857898787,Female,E1,40-49,R3
257,1,0.4898530308391476,Male,E1,30-39,R1
159,1,0.31346229243123275,Female,E1,30-39,R2
136,0,0.15186163181661594,Male,E2,18-29,R1
245,0,0.1998000503123548,Female,E2,30-39,R2
27,1,0.4290125590432579,Male,E4,40-49,R1
45,1,0.6425657885298407,Male,E2,18-29,R2
82,0,0.3420948455352161,Male,E3,18-29,R2
180,0,0.3802096235835001,Female,E4,30-39,R1
103,0,0.18438105988712541,Female,E3,18-29,R3
271,1,0.5836276353353986,Male,E5,40-49,R3
133,1,0.8228744755191161,Female,E3,30-39,R2
66,0,0.219189549647306,Female,E3,30-39,R2
149,0,0.4990667600236799,Female,E6,18-29,R1
86,0,0.27347230190407507,Male,E1,40-49,R2
290,0,0.13861893712456744,Female,E1,18-29,R3
252,0,0.32625016713549737,Female,E1,30-39,R2
217,0,0.08183367716459031,Male,E2,40-49,R2
195,0,0.5779320568194963,Male,E2,30-39,R2
4,0,0.4137885896010987,Male,E6,40-49,R1
289,0,0.22953381088955022,Female,E1,30-39,R4
188,0,0.1607358471021094,Male,E2,18-29,R1
192,0,0.30257927239044363,Female,E1,40-49,R2
165,0,0.1466534022856547,Female,E4,30-39,R3
284,1,0.5764603163425108,Male,E3,30-39,R2
105,0,0.47501262036657577,Female,E1,30-39,R2
248,0,0.3644460788277833,Male,E6,30-39,R1
284,0,0.1758403016798843,Male,E1,30-39,R1
202,1,0.38724815224408676,Male,E2,50-64,R2
264,0,0.149656232766947,Male,E3,50-64,R1
56,0,0.3399946177290324,Male,E2,30-39,R4
31,0,0.7111195117884074,Male,E2,40-49,R1
64,0,0.5019141586981709,Male,E6,40-49,R1
44,1,0.5847601546019938,Male,E3,30-39,R2
258,0,0.45171939987782234,Female,E5,30-39,R1
113,0,0.16911029996134383,Male,E2,40-49,R1
100,0,0.3596610425252082,Male,E4,18-29,R1
226,0,0.22819283976063157,Female,E2,18-29,R2
205,0,0.8333271728541525,Male,E4,30-39,R2
299,0,0.37120632505653944,Female,E4,18-29,R4
130,0,0.6632921648813438,Male,E4,40-49,R1
11,0,0.6168386707041452,Female,E2,30-39,R4
137,1,0.7111973515285431,Female,E3,30-39,R4
25,0,0.07799673897178935,Female,E2,30-39,R4
3,0,0.6751808161124608,Male,E5,30-39,R1
110,1,0.2011785766912695,Male,E6,30-39,R3
246,0,0.5436206073242662,Male,E2,18-29,R1
45,0,0.07175586033081016,Female,E1,18-29,R2
93,0,0.4838441492369239,Female,E1,18-29,R4
174,0,0.2642854258787518,Female,E3,18-29,R2
101,0,0.2280447018014213,Male,E2,18-29,R1
52,0,0.6402125654124623,Female,E1,18-29,R2
21,0,0.1526552975584516,Female,E3,50-64,R1
229,1,0.4612365986214264,Female,E1,30-39,R3
187,0,0.33816435447767085,Female,E2,40-49,R1
120,1,0.8636415468326698,Male,E5,50-64,R2
233,0,0.367805056043319,Female,E6,50-64,R1
125,1,0.6757898231494199,Female,E4,18-29,R3
153,0,0.12542784060932183,Male,E6,40-49,R3
244,0,0.5530649678219792,Male,E1,50-64,R2
143,0,0.26422720517995235,Male,E1,18-29,R1
177,0,0.1959124342444861,Male,E2,50-64,R2
231,0,0.7148697431427394,Male,E4,40-49,R2
153,0,0.5017203465272243,Male,E2,18-29,R1
29,1,0.43538597590616934,Female,E5,18-29,R2
13,0,0.42344927328370835,Male,E2,18-29,R2
162,0,0.38896238566274954,Female,E3,18-29,R4
67,0,0.19372214315927955,Female,E4,18-29,R2
224,0,0.3121055605868145,Male,E1,40-49,R1
136,0,0.09294044137099566,Male,E2,18-29,R2
109,0,0.33989988002496285,Female,E4,50-64,R3
252,1,0.4748250732299429,Male,E6,30-39,R4
262,0,0.4348051811873396,Female,E5,50-64,R1
11,1,0.3512830380900863,Male,E5,50-64,R3
137,0,0.1637820621141395,Female,E3,18-29,R1
151,0,0.6246401381734179,Male,E6,40-49,R3
